Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
34333,00;665,69;229,21;190,87;1,20;0,55;34592,00;209,08;0,78;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34337,00;667,79;229,81;190,63;1,21;0,56;34583,00;209,09;0,81;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34349,00;674,86;238,23;183,72;1,30;0,64;34645,00;209,13;0,78;0,99;0,95;0,88;0,01;0,00;0,77;1,00;SEKER
34390,00;680,24;245,01;178,97;1,37;0,68;34759,00;209,25;0,79;0,99;0,93;0,85;0,01;0,00;0,73;1,00;SEKER
34394,00;669,76;230,92;189,91;1,22;0,57;34730,00;209,26;0,78;0,99;0,96;0,91;0,01;0,00;0,82;1,00;SEKER
34395,00;665,16;231,72;189,19;1,22;0,58;34638,00;209,27;0,79;0,99;0,98;0,90;0,01;0,00;0,82;1,00;SEKER
34397,00;678,85;229,77;190,93;1,20;0,56;34776,00;209,27;0,77;0,99;0,94;0,91;0,01;0,00;0,83;1,00;SEKER
34410,00;684,48;232,46;188,94;1,23;0,58;34802,00;209,31;0,80;0,99;0,92;0,90;0,01;0,00;0,81;1,00;SEKER
34412,00;667,20;233,96;187,40;1,25;0,60;34677,00;209,32;0,79;0,99;0,97;0,89;0,01;0,00;0,80;1,00;SEKER
34419,00;687,80;224,14;195,62;1,15;0,49;34885,00;209,34;0,78;0,99;0,91;0,93;0,01;0,00;0,87;1,00;SEKER
34421,00;678,03;232,40;189,15;1,23;0,58;34762,00;209,35;0,76;0,99;0,94;0,90;0,01;0,00;0,81;1,00;SEKER
34425,00;680,50;232,65;188,55;1,23;0,59;34791,00;209,36;0,76;0,99;0,93;0,90;0,01;0,00;0,81;1,00;SEKER
34428,00;688,18;229,73;191,38;1,20;0,55;34908,00;209,37;0,78;0,99;0,91;0,91;0,01;0,00;0,83;1,00;SEKER
34441,00;675,68;228,70;191,92;1,19;0,54;34826,00;209,41;0,79;0,99;0,95;0,92;0,01;0,00;0,84;1,00;SEKER
34443,00;684,51;234,61;187,57;1,25;0,60;34874,00;209,41;0,78;0,99;0,92;0,89;0,01;0,00;0,80;1,00;SEKER
34447,00;682,91;225,09;195,33;1,15;0,50;34853,00;209,43;0,75;0,99;0,93;0,93;0,01;0,00;0,87;1,00;SEKER
34461,00;675,78;246,73;178,16;1,38;0,69;34691,00;209,47;0,77;0,99;0,95;0,85;0,01;0,00;0,72;1,00;SEKER
34469,00;666,83;230,16;190,99;1,21;0,56;34747,00;209,49;0,79;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34474,00;672,30;225,65;194,65;1,16;0,51;34774,00;209,51;0,79;0,99;0,96;0,93;0,01;0,00;0,86;1,00;SEKER
34475,00;677,68;241,04;182,37;1,32;0,65;34878,00;209,51;0,78;0,99;0,94;0,87;0,01;0,00;0,76;1,00;SEKER
34483,00;687,57;233,74;188,59;1,24;0,59;35051,00;209,54;0,74;0,98;0,92;0,90;0,01;0,00;0,80;1,00;SEKER
34491,00;674,66;233,18;188,58;1,24;0,59;34829,00;209,56;0,79;0,99;0,95;0,90;0,01;0,00;0,81;1,00;SEKER
34503,00;678,24;236,54;185,89;1,27;0,62;34885,00;209,60;0,75;0,99;0,94;0,89;0,01;0,00;0,79;1,00;SEKER
34509,00;668,33;230,33;190,92;1,21;0,56;34776,00;209,61;0,78;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34521,00;667,91;224,76;195,68;1,15;0,49;34830,00;209,65;0,79;0,99;0,97;0,93;0,01;0,00;0,87;1,00;SEKER
34523,00;673,99;231,92;189,73;1,22;0,58;34878,00;209,66;0,79;0,99;0,96;0,90;0,01;0,00;0,82;1,00;SEKER
34532,00;689,55;217,02;202,71;1,07;0,36;35057,00;209,68;0,77;0,99;0,91;0,97;0,01;0,00;0,93;1,00;SEKER
34543,00;670,90;235,02;187,29;1,25;0,60;34826,00;209,72;0,77;0,99;0,96;0,89;0,01;0,00;0,80;1,00;SEKER
34543,00;669,46;226,98;193,97;1,17;0,52;34827,00;209,72;0,79;0,99;0,97;0,92;0,01;0,00;0,85;1,00;SEKER
34594,00;670,07;233,44;188,87;1,24;0,59;34848,00;209,87;0,78;0,99;0,97;0,90;0,01;0,00;0,81;1,00;SEKER
34600,00;673,25;231,43;190,46;1,22;0,57;34919,00;209,89;0,78;0,99;0,96;0,91;0,01;0,00;0,82;1,00;SEKER
34601,00;685,56;226,52;194,72;1,16;0,51;35048,00;209,89;0,78;0,99;0,93;0,93;0,01;0,00;0,86;1,00;SEKER
34622,00;683,38;235,93;187,05;1,26;0,61;35010,00;209,96;0,76;0,99;0,93;0,89;0,01;0,00;0,79;1,00;SEKER
34623,00;675,21;228,19;193,50;1,18;0,53;34965,00;209,96;0,76;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
34626,00;667,85;231,89;190,47;1,22;0,57;34913,00;209,97;0,76;0,99;0,98;0,91;0,01;0,00;0,82;1,00;SEKER
34629,00;671,00;233,13;189,68;1,23;0,58;34915,00;209,98;0,75;0,99;0,97;0,90;0,01;0,00;0,81;1,00;SEKER
34631,00;670,02;229,34;192,40;1,19;0,54;34953,00;209,98;0,76;0,99;0,97;0,92;0,01;0,00;0,84;1,00;SEKER
34635,00;667,64;227,06;194,42;1,17;0,52;34929,00;210,00;0,76;0,99;0,98;0,92;0,01;0,00;0,86;1,00;SEKER
34638,00;677,31;234,69;188,34;1,25;0,60;34989,00;210,01;0,76;0,99;0,95;0,89;0,01;0,00;0,80;1,00;SEKER
34666,00;681,02;225,79;195,83;1,15;0,50;35034,00;210,09;0,80;0,99;0,94;0,93;0,01;0,00;0,87;1,00;SEKER
34671,00;674,87;235,59;187,65;1,26;0,60;35015,00;210,11;0,77;0,99;0,96;0,89;0,01;0,00;0,80;1,00;SEKER
34676,00;668,42;226,45;195,19;1,16;0,51;34982,00;210,12;0,78;0,99;0,98;0,93;0,01;0,00;0,86;1,00;SEKER
34680,00;669,58;231,26;191,24;1,21;0,56;34941,00;210,13;0,78;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34700,00;690,41;233,63;189,50;1,23;0,58;35154,00;210,19;0,75;0,99;0,91;0,90;0,01;0,00;0,81;1,00;SEKER
34703,00;676,39;230,77;191,76;1,20;0,56;35025,00;210,20;0,77;0,99;0,95;0,91;0,01;0,00;0,83;1,00;SEKER
34722,00;670,39;227,26;194,73;1,17;0,52;34999,00;210,26;0,79;0,99;0,97;0,93;0,01;0,00;0,86;1,00;SEKER
34729,00;671,19;228,81;193,66;1,18;0,53;35043,00;210,28;0,78;0,99;0,97;0,92;0,01;0,00;0,84;1,00;SEKER
34733,00;670,56;228,33;193,86;1,18;0,53;35019,00;210,29;0,78;0,99;0,97;0,92;0,01;0,00;0,85;1,00;SEKER
34747,00;672,20;234,54;188,73;1,24;0,59;35043,00;210,34;0,78;0,99;0,97;0,90;0,01;0,00;0,80;1,00;SEKER
34748,00;669,27;221,09;200,27;1,10;0,42;35046,00;210,34;0,77;0,99;0,97;0,95;0,01;0,00;0,91;1,00;SEKER
34750,00;675,60;223,20;198,53;1,12;0,46;35091,00;210,35;0,81;0,99;0,96;0,94;0,01;0,00;0,89;1,00;SEKER
34757,00;686,78;231,23;191,67;1,21;0,56;35150,00;210,37;0,79;0,99;0,93;0,91;0,01;0,00;0,83;1,00;SEKER
34761,00;687,87;229,74;192,89;1,19;0,54;35171,00;210,38;0,78;0,99;0,92;0,92;0,01;0,00;0,84;1,00;SEKER
34766,00;669,48;232,18;190,99;1,22;0,57;35054,00;210,39;0,75;0,99;0,97;0,91;0,01;0,00;0,82;1,00;SEKER
34771,00;683,11;230,59;192,19;1,20;0,55;35163,00;210,41;0,78;0,99;0,94;0,91;0,01;0,00;0,83;1,00;SEKER
34772,00;671,95;228,05;194,34;1,17;0,52;35103,00;210,41;0,76;0,99;0,97;0,92;0,01;0,00;0,85;1,00;SEKER
34774,00;677,73;228,52;193,96;1,18;0,53;35139,00;210,42;0,78;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
34787,00;677,35;230,86;192,65;1,20;0,55;35126,00;210,46;0,73;0,99;0,95;0,91;0,01;0,00;0,83;1,00;SEKER
34792,00;692,19;228,03;194,34;1,17;0,52;35231,00;210,47;0,78;0,99;0,91;0,92;0,01;0,00;0,85;1,00;SEKER
34794,00;693,54;237,49;186,99;1,27;0,62;35187,00;210,48;0,75;0,99;0,91;0,89;0,01;0,00;0,79;1,00;SEKER
34794,00;671,29;236,61;187,42;1,26;0,61;35052,00;210,48;0,78;0,99;0,97;0,89;0,01;0,00;0,79;1,00;SEKER
34800,00;671,80;226,64;195,61;1,16;0,51;35120,00;210,50;0,78;0,99;0,97;0,93;0,01;0,00;0,86;1,00;SEKER
34841,00;675,86;231,96;191,61;1,21;0,56;35137,00;210,62;0,79;0,99;0,96;0,91;0,01;0,00;0,82;1,00;SEKER
34841,00;670,20;223,72;198,53;1,13;0,46;35122,00;210,62;0,79;0,99;0,97;0,94;0,01;0,00;0,89;1,00;SEKER
34847,00;686,63;236,43;188,06;1,26;0,61;35229,00;210,64;0,76;0,99;0,93;0,89;0,01;0,00;0,79;1,00;SEKER
34850,00;674,30;230,43;192,75;1,20;0,55;35119,00;210,65;0,77;0,99;0,96;0,91;0,01;0,00;0,84;1,00;SEKER
34865,00;680,00;224,83;197,68;1,14;0,48;35256,00;210,69;0,79;0,99;0,95;0,94;0,01;0,00;0,88;1,00;SEKER
34878,00;671,54;225,41;197,15;1,14;0,48;35188,00;210,73;0,77;0,99;0,97;0,93;0,01;0,00;0,87;1,00;SEKER
34878,00;679,27;229,30;193,95;1,18;0,53;35217,00;210,73;0,78;0,99;0,95;0,92;0,01;0,00;0,84;1,00;SEKER
34879,00;689,97;236,19;188,40;1,25;0,60;35298,00;210,74;0,77;0,99;0,92;0,89;0,01;0,00;0,80;1,00;SEKER
34879,00;675,47;223,80;198,87;1,13;0,46;35258,00;210,74;0,79;0,99;0,96;0,94;0,01;0,00;0,89;1,00;SEKER
34882,00;680,07;234,52;189,53;1,24;0,59;35219,00;210,74;0,79;0,99;0,95;0,90;0,01;0,00;0,81;1,00;SEKER
34883,00;672,66;232,32;191,47;1,21;0,57;35182,00;210,75;0,80;0,99;0,97;0,91;0,01;0,00;0,82;1,00;SEKER
34895,00;677,70;225,37;197,23;1,14;0,48;35227,00;210,78;0,76;0,99;0,95;0,94;0,01;0,00;0,87;1,00;SEKER
34911,00;677,46;235,26;189,28;1,24;0,59;35252,00;210,83;0,76;0,99;0,96;0,90;0,01;0,00;0,80;1,00;SEKER
34911,00;670,06;232,39;191,38;1,21;0,57;35204,00;210,83;0,77;0,99;0,98;0,91;0,01;0,00;0,82;1,00;SEKER
34912,00;676,03;230,31;193,11;1,19;0,54;35245,00;210,83;0,77;0,99;0,96;0,92;0,01;0,00;0,84;1,00;SEKER
34924,00;816,64;258,32;181,64;1,42;0,71;37992,00;210,87;0,71;0,92;0,66;0,82;0,01;0,00;0,67;0,95;SEKER
34934,00;687,79;230,16;193,72;1,19;0,54;35445,00;210,90;0,76;0,99;0,93;0,92;0,01;0,00;0,84;1,00;SEKER
34936,00;682,57;232,02;192,05;1,21;0,56;35353,00;210,91;0,79;0,99;0,94;0,91;0,01;0,00;0,83;1,00;SEKER
34945,00;675,17;234,99;189,55;1,24;0,59;35231,00;210,93;0,76;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
34958,00;672,49;231,26;192,61;1,20;0,55;35254,00;210,97;0,80;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
34960,00;681,46;237,56;187,95;1,26;0,61;35342,00;210,98;0,80;0,99;0,95;0,89;0,01;0,00;0,79;1,00;SEKER
34968,00;673,32;238,11;187,14;1,27;0,62;35218,00;211,00;0,76;0,99;0,97;0,89;0,01;0,00;0,79;1,00;SEKER
34968,00;750,40;242,82;184,33;1,32;0,65;35858,00;211,00;0,74;0,98;0,78;0,87;0,01;0,00;0,76;0,99;SEKER
34971,00;673,19;235,00;189,69;1,24;0,59;35269,00;211,01;0,78;0,99;0,97;0,90;0,01;0,00;0,81;1,00;SEKER
34980,00;675,20;233,01;191,34;1,22;0,57;35276,00;211,04;0,79;0,99;0,96;0,91;0,01;0,00;0,82;1,00;SEKER
34995,00;679,69;236,99;188,13;1,26;0,61;35298,00;211,09;0,76;0,99;0,95;0,89;0,01;0,00;0,79;1,00;SEKER
35022,00;670,70;231,84;192,60;1,20;0,56;35293,00;211,17;0,79;0,99;0,98;0,91;0,01;0,00;0,83;1,00;SEKER
35031,00;675,65;232,07;192,54;1,21;0,56;35369,00;211,19;0,80;0,99;0,96;0,91;0,01;0,00;0,83;1,00;SEKER
35042,00;676,65;225,61;197,90;1,14;0,48;35380,00;211,23;0,80;0,99;0,96;0,94;0,01;0,00;0,88;1,00;SEKER
35049,00;679,40;228,96;195,08;1,17;0,52;35349,00;211,25;0,78;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
35059,00;671,73;230,03;194,32;1,18;0,54;35314,00;211,28;0,78;0,99;0,98;0,92;0,01;0,00;0,84;1,00;SEKER
35062,00;701,95;223,26;200,25;1,11;0,44;35579,00;211,29;0,78;0,99;0,89;0,95;0,01;0,00;0,90;1,00;SEKER
35066,00;674,51;229,04;195,12;1,17;0,52;35356,00;211,30;0,79;0,99;0,97;0,92;0,01;0,00;0,85;1,00;SEKER
35069,00;692,23;234,24;191,21;1,22;0,58;35563,00;211,31;0,75;0,99;0,92;0,90;0,01;0,00;0,81;1,00;SEKER
35081,00;677,56;234,80;190,58;1,23;0,58;35395,00;211,34;0,77;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
35083,00;687,87;229,65;194,93;1,18;0,53;35513,00;211,35;0,77;0,99;0,93;0,92;0,01;0,00;0,85;1,00;SEKER
35083,00;685,52;227,98;196,19;1,16;0,51;35477,00;211,35;0,78;0,99;0,94;0,93;0,01;0,00;0,86;1,00;SEKER
35085,00;693,75;245,93;181,86;1,35;0,67;35658,00;211,36;0,74;0,98;0,92;0,86;0,01;0,00;0,74;1,00;SEKER
35087,00;678,15;237,29;188,49;1,26;0,61;35477,00;211,36;0,77;0,99;0,96;0,89;0,01;0,00;0,79;1,00;SEKER
35091,00;688,22;225,85;197,99;1,14;0,48;35466,00;211,37;0,78;0,99;0,93;0,94;0,01;0,00;0,88;1,00;SEKER
35091,00;685,85;232,50;192,63;1,21;0,56;35452,00;211,37;0,76;0,99;0,94;0,91;0,01;0,00;0,83;1,00;SEKER
35105,00;687,92;232,38;192,49;1,21;0,56;35508,00;211,42;0,78;0,99;0,93;0,91;0,01;0,00;0,83;1,00;SEKER
35106,00;688,66;231,11;193,55;1,19;0,55;35503,00;211,42;0,79;0,99;0,93;0,91;0,01;0,00;0,84;1,00;SEKER
35106,00;680,35;234,36;191,01;1,23;0,58;35445,00;211,42;0,81;0,99;0,95;0,90;0,01;0,00;0,81;1,00;SEKER
35122,00;679,82;231,80;193,14;1,20;0,55;35481,00;211,47;0,78;0,99;0,96;0,91;0,01;0,00;0,83;1,00;SEKER
35123,00;685,23;233,22;192,00;1,21;0,57;35457,00;211,47;0,79;0,99;0,94;0,91;0,01;0,00;0,82;1,00;SEKER
35128,00;669,66;228,40;195,97;1,17;0,51;35376,00;211,49;0,79;0,99;0,98;0,93;0,01;0,00;0,86;1,00;SEKER
35130,00;678,02;239,18;187,16;1,28;0,62;35473,00;211,49;0,78;0,99;0,96;0,88;0,01;0,00;0,78;1,00;SEKER
35131,00;684,17;234,52;190,92;1,23;0,58;35466,00;211,50;0,75;0,99;0,94;0,90;0,01;0,00;0,81;1,00;SEKER
35134,00;668,89;226,27;197,96;1,14;0,48;35360,00;211,50;0,80;0,99;0,99;0,93;0,01;0,00;0,87;1,00;SEKER
35145,00;681,08;243,76;183,71;1,33;0,66;35444,00;211,54;0,78;0,99;0,95;0,87;0,01;0,00;0,75;1,00;SEKER
35149,00;682,37;238,93;187,42;1,27;0,62;35509,00;211,55;0,78;0,99;0,95;0,89;0,01;0,00;0,78;1,00;SEKER
35162,00;673,47;230,23;194,64;1,18;0,53;35450,00;211,59;0,79;0,99;0,97;0,92;0,01;0,00;0,84;1,00;SEKER
35165,00;676,07;232,88;192,39;1,21;0,56;35463,00;211,60;0,79;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
35175,00;706,55;226,80;197,68;1,15;0,49;35707,00;211,63;0,77;0,99;0,89;0,93;0,01;0,00;0,87;1,00;SEKER
35176,00;680,44;235,79;190,02;1,24;0,59;35499,00;211,63;0,80;0,99;0,95;0,90;0,01;0,00;0,81;1,00;SEKER
35208,00;678,53;232,29;193,46;1,20;0,55;35535,00;211,73;0,77;0,99;0,96;0,91;0,01;0,00;0,83;1,00;SEKER
35221,00;674,68;237,28;189,13;1,25;0,60;35484,00;211,77;0,76;0,99;0,97;0,89;0,01;0,00;0,80;1,00;SEKER
35223,00;674,29;231,27;194,32;1,19;0,54;35537,00;211,77;0,77;0,99;0,97;0,92;0,01;0,00;0,84;1,00;SEKER
35237,00;676,07;233,93;192,02;1,22;0,57;35502,00;211,81;0,78;0,99;0,97;0,91;0,01;0,00;0,82;1,00;SEKER
35246,00;683,28;240,09;186,99;1,28;0,63;35599,00;211,84;0,78;0,99;0,95;0,88;0,01;0,00;0,78;1,00;SEKER
35247,00;682,57;234,99;191,24;1,23;0,58;35605,00;211,84;0,76;0,99;0,95;0,90;0,01;0,00;0,81;1,00;SEKER
35254,00;687,05;225,06;199,69;1,13;0,46;35676,00;211,87;0,77;0,99;0,94;0,94;0,01;0,00;0,89;1,00;SEKER
35259,00;677,83;234,89;191,30;1,23;0,58;35577,00;211,88;0,75;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
35272,00;682,70;232,13;193,60;1,20;0,55;35619,00;211,92;0,78;0,99;0,95;0,91;0,01;0,00;0,83;1,00;SEKER
35272,00;682,86;230,08;195,42;1,18;0,53;35637,00;211,92;0,78;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
35277,00;676,86;238,55;188,77;1,26;0,61;35527,00;211,93;0,79;0,99;0,97;0,89;0,01;0,00;0,79;1,00;SEKER
35283,00;681,37;223,98;200,84;1,12;0,44;35589,00;211,95;0,78;0,99;0,96;0,95;0,01;0,00;0,90;1,00;SEKER
35287,00;677,95;223,62;201,10;1,11;0,44;35627,00;211,96;0,79;0,99;0,96;0,95;0,01;0,00;0,90;1,00;SEKER
35288,00;676,97;232,62;193,39;1,20;0,56;35608,00;211,97;0,79;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
35300,00;685,60;238,22;188,81;1,26;0,61;35640,00;212,00;0,77;0,99;0,94;0,89;0,01;0,00;0,79;1,00;SEKER
35302,00;679,02;235,93;190,74;1,24;0,59;35644,00;212,01;0,78;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
35304,00;686,41;234,62;192,05;1,22;0,57;35737,00;212,02;0,79;0,99;0,94;0,90;0,01;0,00;0,82;1,00;SEKER
35313,00;691,23;233,16;193,12;1,21;0,56;35743,00;212,04;0,77;0,99;0,93;0,91;0,01;0,00;0,83;1,00;SEKER
35316,00;682,91;237,78;189,24;1,26;0,61;35637,00;212,05;0,76;0,99;0,95;0,89;0,01;0,00;0,80;1,00;SEKER
35321,00;682,90;232,94;193,41;1,20;0,56;35670,00;212,07;0,76;0,99;0,95;0,91;0,01;0,00;0,83;1,00;SEKER
35330,00;682,68;234,64;192,02;1,22;0,57;35655,00;212,09;0,75;0,99;0,95;0,90;0,01;0,00;0,82;1,00;SEKER
35337,00;677,22;228,98;196,63;1,16;0,51;35671,00;212,11;0,77;0,99;0,97;0,93;0,01;0,00;0,86;1,00;SEKER
35338,00;680,84;227,47;198,04;1,15;0,49;35669,00;212,12;0,79;0,99;0,96;0,93;0,01;0,00;0,87;1,00;SEKER
35339,00;677,91;228,87;196,96;1,16;0,51;35667,00;212,12;0,76;0,99;0,97;0,93;0,01;0,00;0,86;1,00;SEKER
35344,00;694,82;234,37;192,35;1,22;0,57;35807,00;212,14;0,76;0,99;0,92;0,91;0,01;0,00;0,82;1,00;SEKER
35352,00;684,11;231,52;194,65;1,19;0,54;35760,00;212,16;0,76;0,99;0,95;0,92;0,01;0,00;0,84;1,00;SEKER
35354,00;687,74;235,02;191,83;1,23;0,58;35726,00;212,17;0,75;0,99;0,94;0,90;0,01;0,00;0,81;1,00;SEKER
35354,00;681,23;237,29;189,89;1,25;0,60;35666,00;212,17;0,77;0,99;0,96;0,89;0,01;0,00;0,80;1,00;SEKER
35364,00;683,34;222,29;202,88;1,10;0,41;35761,00;212,20;0,79;0,99;0,95;0,95;0,01;0,00;0,91;1,00;SEKER
35376,00;681,42;236,61;190,51;1,24;0,59;35693,00;212,23;0,77;0,99;0,96;0,90;0,01;0,00;0,80;1,00;SEKER
35377,00;687,76;237,87;189,49;1,26;0,60;35712,00;212,23;0,78;0,99;0,94;0,89;0,01;0,00;0,80;1,00;SEKER
35384,00;679,66;235,76;191,33;1,23;0,58;35698,00;212,26;0,75;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
35402,00;681,51;231,01;195,35;1,18;0,53;35696,00;212,31;0,78;0,99;0,96;0,92;0,01;0,00;0,84;1,00;SEKER
35403,00;678,41;233,99;192,88;1,21;0,57;35713,00;212,31;0,77;0,99;0,97;0,91;0,01;0,00;0,82;1,00;SEKER
35408,00;684,21;241,92;186,69;1,30;0,64;35765,00;212,33;0,74;0,99;0,95;0,88;0,01;0,00;0,77;1,00;SEKER
35410,00;704,70;228,55;197,43;1,16;0,50;35997,00;212,33;0,77;0,98;0,90;0,93;0,01;0,00;0,86;1,00;SEKER
35412,00;675,13;228,00;197,94;1,15;0,50;35693,00;212,34;0,80;0,99;0,98;0,93;0,01;0,00;0,87;1,00;SEKER
35414,00;680,98;237,14;190,37;1,25;0,60;35729,00;212,35;0,76;0,99;0,96;0,90;0,01;0,00;0,80;1,00;SEKER
35432,00;681,37;233,74;193,22;1,21;0,56;35757,00;212,40;0,79;0,99;0,96;0,91;0,01;0,00;0,83;1,00;SEKER
35437,00;685,66;228,04;198,23;1,15;0,49;35804,00;212,41;0,78;0,99;0,95;0,93;0,01;0,00;0,87;1,00;SEKER
35438,00;678,41;233,18;193,71;1,20;0,56;35726,00;212,42;0,79;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
35438,00;677,41;234,43;192,61;1,22;0,57;35725,00;212,42;0,77;0,99;0,97;0,91;0,01;0,00;0,82;1,00;SEKER
35442,00;698,88;236,87;191,00;1,24;0,59;36046,00;212,43;0,73;0,98;0,91;0,90;0,01;0,00;0,80;1,00;SEKER
35442,00;681,17;228,76;197,59;1,16;0,50;35791,00;212,43;0,79;0,99;0,96;0,93;0,01;0,00;0,86;1,00;SEKER
35450,00;680,99;235,80;191,59;1,23;0,58;35744,00;212,45;0,78;0,99;0,96;0,90;0,01;0,00;0,81;1,00;SEKER
35454,00;677,19;235,53;191,85;1,23;0,58;35744,00;212,47;0,78;0,99;0,97;0,90;0,01;0,00;0,81;1,00;SEKER
35467,00;683,52;226,95;199,26;1,14;0,48;35845,00;212,50;0,77;0,99;0,95;0,94;0,01;0,00;0,88;1,00;SEKER
35473,00;687,24;241,05;187,64;1,28;0,63;35874,00;212,52;0,79;0,99;0,94;0,88;0,01;0,00;0,78;1,00;SEKER
35481,00;679,09;237,90;190,08;1,25;0,60;35754,00;212,55;0,79;0,99;0,97;0,89;0,01;0,00;0,80;1,00;SEKER
35499,00;688,49;228,52;198,00;1,15;0,50;35887,00;212,60;0,77;0,99;0,94;0,93;0,01;0,00;0,87;1,00;SEKER
35507,00;682,14;239,23;189,12;1,27;0,61;35835,00;212,62;0,78;0,99;0,96;0,89;0,01;0,00;0,79;1,00;SEKER
35510,00;676,98;227,15;199,32;1,14;0,48;35799,00;212,63;0,77;0,99;0,97;0,94;0,01;0,00;0,88;1,00;SEKER
35511,00;702,00;224,14;204,15;1,10;0,41;36641,00;212,64;0,76;0,97;0,91;0,95;0,01;0,00;0,90;0,99;SEKER
35517,00;678,83;233,00;194,23;1,20;0,55;35881,00;212,65;0,77;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
35532,00;676,18;231,11;195,88;1,18;0,53;35820,00;212,70;0,79;0,99;0,98;0,92;0,01;0,00;0,85;1,00;SEKER
35534,00;684,32;231,11;196,04;1,18;0,53;35921,00;212,70;0,78;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
35539,00;690,79;247,06;184,04;1,34;0,67;35853,00;212,72;0,83;0,99;0,94;0,86;0,01;0,00;0,74;1,00;SEKER
35544,00;683,35;232,23;195,03;1,19;0,54;35949,00;212,73;0,78;0,99;0,96;0,92;0,01;0,00;0,84;1,00;SEKER
35555,00;697,41;238,24;190,25;1,25;0,60;36021,00;212,77;0,76;0,99;0,92;0,89;0,01;0,00;0,80;1,00;SEKER
35565,00;682,80;227,30;199,38;1,14;0,48;35922,00;212,80;0,80;0,99;0,96;0,94;0,01;0,00;0,88;1,00;SEKER
35589,00;687,92;235,06;192,99;1,22;0,57;35977,00;212,87;0,78;0,99;0,95;0,91;0,01;0,00;0,82;1,00;SEKER
35598,00;694,50;245,40;185,35;1,32;0,66;36045,00;212,90;0,75;0,99;0,93;0,87;0,01;0,00;0,75;1,00;SEKER
35602,00;688,38;240,66;188,59;1,28;0,62;35941,00;212,91;0,78;0,99;0,94;0,88;0,01;0,00;0,78;1,00;SEKER
35605,00;694,74;245,55;184,74;1,33;0,66;35968,00;212,92;0,74;0,99;0,93;0,87;0,01;0,00;0,75;1,00;SEKER
35608,00;689,30;240,39;188,88;1,27;0,62;35997,00;212,93;0,78;0,99;0,94;0,89;0,01;0,00;0,78;1,00;SEKER
35609,00;686,97;230,17;197,14;1,17;0,52;36002,00;212,93;0,79;0,99;0,95;0,93;0,01;0,00;0,86;1,00;SEKER
35610,00;678,39;234,43;193,83;1,21;0,56;35888,00;212,93;0,76;0,99;0,97;0,91;0,01;0,00;0,83;1,00;SEKER
35615,00;692,54;233,00;195,22;1,19;0,55;36004,00;212,95;0,74;0,99;0,93;0,91;0,01;0,00;0,84;1,00;SEKER
35634,00;685,86;235,12;193,22;1,22;0,57;36006,00;213,00;0,78;0,99;0,95;0,91;0,01;0,00;0,82;1,00;SEKER
35647,00;683,55;233,60;194,41;1,20;0,55;35993,00;213,04;0,77;0,99;0,96;0,91;0,01;0,00;0,83;1,00;SEKER
35647,00;679,75;236,16;192,34;1,23;0,58;35927,00;213,04;0,77;0,99;0,97;0,90;0,01;0,00;0,81;1,00;SEKER
35652,00;680,44;227,48;199,81;1,14;0,48;36002,00;213,06;0,80;0,99;0,97;0,94;0,01;0,00;0,88;1,00;SEKER
35672,00;690,78;241,46;188,25;1,28;0,63;36078,00;213,12;0,78;0,99;0,94;0,88;0,01;0,00;0,78;1,00;SEKER
35677,00;689,73;235,97;192,73;1,22;0,58;36120,00;213,13;0,77;0,99;0,94;0,90;0,01;0,00;0,82;1,00;SEKER
35680,00;686,07;230,91;197,04;1,17;0,52;35991,00;213,14;0,80;0,99;0,95;0,92;0,01;0,00;0,85;1,00;SEKER
35683,00;699,96;237,16;192,14;1,23;0,59;36188,00;213,15;0,79;0,99;0,92;0,90;0,01;0,00;0,81;1,00;SEKER
35684,00;678,24;237,69;191,41;1,24;0,59;35953,00;213,15;0,77;0,99;0,97;0,90;0,01;0,00;0,80;1,00;SEKER
